0, 1000000
3600, 1000000
7200, 1000000
10800, 1000000
14400, 1000000
18000, 1000000
21600, 1000000
25200, 1000000
28800, 1000000
32400, 1000000
36000, 1000000
39600, 1000000
43200, 1000000
46800, 1000000
50400, 1000000
54000, 1000000
57600, 1000000
61200, 1000000
64800, 1000000
68400, 1000000
72000, 1000000
75600, 1000000
79200, 1000000
82800, 1000000
86400, 1000000
90000, 1000000
93600, 1000000
97200, 1000000
100800, 1000000
104400, 1000000
108000, 1000000
111600, 1000000
115200, 1000000
118800, 1000000
122400, 1000000
126000, 1000000
129600, 1000000
133200, 1000000
136800, 1000000
140400, 1000000
144000, 1000000
147600, 1000000
151200, 1000000
154800, 1000000
158400, 1000000
162000, 1000000
165600, 1000000
169200, 1000000
172800, 1000000
176400, 1000000
180000, 1000000
183600, 1000000
187200, 1000000
190800, 1000000
194400, 1000000
198000, 1000000
201600, 1000000
205200, 1000000
208800, 1000000
212400, 1000000
216000, 1000000
219600, 1000000
223200, 1000000
226800, 1000000
230400, 1000000
234000, 1000000
237600, 1000000
241200, 1000000
244800, 1000000
248400, 1000000
252000, 1000000
255600, 1000000
259200, 1000000
262800, 1000000
266400, 1000000
270000, 1000000
273600, 1000000
277200, 1000000
280800, 1000000
284400, 1000000
288000, 1000000
291600, 1000000
295200, 1000000
298800, 1000000
302400, 1000000
306000, 1000000
309600, 1000000
313200, 1000000
316800, 1000000
320400, 1000000
324000, 1000000
327600, 1000000
331200, 1000000
334800, 1000000
338400, 1000000
342000, 1000000
345600, 1000000
349200, 1000000
352800, 1000000
356400, 1000000
360000, 1000000
363600, 1000000
367200, 1000000
370800, 1000000
374400, 1000000
378000, 1000000
381600, 1000000
385200, 1000000
388800, 1000000
392400, 1000000
396000, 1000000
399600, 1000000
403200, 1000000
406800, 1000000
410400, 1000000
414000, 1000000
417600, 1000000
421200, 1000000
424800, 1000000
428400, 1000000
432000, 1000000
435600, 992800
439200, 985600
442800, 978400
446400, 971200
450000, 964000
453600, 956800
457200, 949600
460800, 942400
464400, 935200
468000, 928000
471600, 920800
475200, 913600
478800, 906400
482400, 899200
486000, 892000
489600, 884800
493200, 877600
496800, 870400
500400, 863200
504000, 856000
507600, 848800
511200, 841600
514800, 834400
518400, 827200
522000, 820000
525600, 812800
529200, 805600
532800, 798400
536400, 791200
540000, 784000
543600, 776800
547200, 769600
550800, 762400
554400, 755200
558000, 748000
561600, 740800
565200, 733600
568800, 726400
572400, 719200
576000, 712000
579600, 704800
583200, 697600
586800, 690400
590400, 683200
594000, 676000
597600, 668800
601200, 661600
604800, 654400
608400, 647200
612000, 640000
615600, 632800
619200, 625600
622800, 618400
626400, 611200
630000, 604000
633600, 596800
637200, 589600
640800, 582400
644400, 575200
648000, 568000
651600, 560800
655200, 553600
658800, 546400
662400, 539200
666000, 532000
669600, 524800
673200, 517600
676800, 510400
680400, 503200
684000, 496000
687600, 488800
691200, 481600
694800, 474400
698400, 467200
702000, 460000
705600, 452800
709200, 445600
712800, 438400
716400, 431200
720000, 424000
723600, 416800
727200, 409600
730800, 402400
734400, 395200
738000, 388000
741600, 380800
745200, 373600
748800, 366400
752400, 359200
756000, 352000
759600, 344800
763200, 337600
766800, 330400
770400, 323200
774000, 316000
EVENT_JSON:{
  "standard": "sweat_claim",
  "version": "1.0.0",
  "event": "record",
  "data": {
    "timestamp": 774000,
    "amounts": [
      [
        "alice",
        {
          "credited": "2000000",
          "burnt": "684000"
        }
      ]
    ]
  }
}
777600, 2298000
781200, 2280000
784800, 2262000
788400, 2244000
792000, 2226000
795600, 2208000
799200, 2190000
802800, 2172000
806400, 2154000
810000, 2136000
813600, 2118000
817200, 2100000
820800, 2082000
824400, 2064000
828000, 2046000
831600, 2028000
835200, 2010000
838800, 1992000
842400, 1974000
846000, 1956000
849600, 1938000
853200, 1920000
856800, 1902000
860400, 1884000
864000, 3358800
867600, 3333600
871200, 3308400
874800, 3283200
878400, 3258000
882000, 3232800
885600, 3207600
889200, 3182400
892800, 3157200
896400, 3132000
900000, 3106800
903600, 3081600
907200, 3056400
910800, 3031200
914400, 3006000
918000, 2980800
921600, 2955600
925200, 2930400
928800, 2905200
932400, 2880000
936000, 2854800
939600, 2829600
943200, 2804400
946800, 2779200
950400, 2754000
954000, 2728800
957600, 2703600
961200, 2678400
964800, 2653200
968400, 2628000
972000, 2602800
975600, 2577600
979200, 2552400
982800, 2527200
986400, 2502000
990000, 2476800
993600, 2451600
997200, 2426400
1000800, 2401200
1004400, 2376000
1008000, 2350800
1011600, 2325600
1015200, 2300400
1018800, 2275200
1022400, 2250000
1026000, 2224800
1029600, 2199600
1033200, 2174400
1036800, 2149200
1040400, 2124000
1044000, 2098800
1047600, 2073600
1051200, 2048400
1054800, 2023200
1058400, 1998000
1062000, 1972800
1065600, 1947600
1069200, 1922400
1072800, 1897200
1076400, 1872000
1080000, 1846800
1083600, 1821600
1087200, 1796400
1090800, 1771200
1094400, 1746000
1098000, 1720800
1101600, 1695600
1105200, 1670400
1108800, 1645200
1112400, 1620000
1116000, 1594800
1119600, 1569600
1123200, 1544400
1126800, 1519200
1130400, 1494000
1134000, 1468800
1137600, 1443600
1141200, 1418400
1144800, 1393200
1148400, 1368000
1152000, 1342800
1155600, 1317600
1159200, 1292400
1162800, 1267200
1166400, 1242000
1170000, 1216800
1173600, 1191600
1177200, 1166400
1180800, 1141200
1184400, 1116000
1188000, 1090800
1191600, 1065600
1195200, 1040400
1198800, 1015200
1202400, 990000
1206000, 964800
1209600, 939600
1213200, 914400
1216800, 889200
1220400, 864000
1224000, 838800
1227600, 813600
1231200, 788400
1234800, 763200
1238400, 738000
1242000, 712800
1245600, 687600
1249200, 662400
1252800, 637200
1256400, 612000
1260000, 586800
1263600, 561600
1267200, 536400
1270800, 511200
1274400, 486000
1278000, 460800
1281600, 435600
1285200, 410400
1288800, 385200
1292400, 360000
1296000, 334800
1299600, 309600
1303200, 284400
1306800, 259200
1310400, 234000
1314000, 208800
1317600, 183600
1321200, 158400
1324800, 133200
1328400, 108000
1332000, 82800
1335600, 57600
1339200, 32400
1342800, 7200
1346400, 0
1350000, 0
1353600, 0
1357200, 0
1360800, 0
1364400, 0
1368000, 0
1371600, 0
1375200, 0
1378800, 0
1382400, 0
1386000, 0
1389600, 0
1393200, 0
1396800, 0
1400400, 0
1404000, 0
1407600, 0
1411200, 0
1414800, 0
1418400, 0
1422000, 0
1425600, 0
1429200, 0
1432800, 0
1436400, 0
1440000, 0
1443600, 0
1447200, 0
1450800, 0
1454400, 0
1458000, 0
1461600, 0
1465200, 0
1468800, 0
1472400, 0
1476000, 0
1479600, 0
1483200, 0
1486800, 0
1490400, 0
1494000, 0
1497600, 0
1501200, 0
1504800, 0
1508400, 0
1512000, 0
1515600, 0
1519200, 0
1522800, 0
1526400, 0
1530000, 0
1533600, 0
1537200, 0
1540800, 0
1544400, 0
1548000, 0
1551600, 0
1555200, 0
1558800, 0
1562400, 0
1566000, 0
1569600, 0
1573200, 0
1576800, 0
1580400, 0
1584000, 0
1587600, 0
1591200, 0
1594800, 0
1598400, 0
1602000, 0
1605600, 0
1609200, 0
1612800, 0
1616400, 0
1620000, 0
1623600, 0
1627200, 0
1630800, 0
1634400, 0
1638000, 0
1641600, 0
1645200, 0
1648800, 0
1652400, 0
1656000, 0
1659600, 0
1663200, 0
1666800, 0
1670400, 0
1674000, 0
1677600, 0
1681200, 0
1684800, 0
1688400, 0
1692000, 0
1695600, 0
1699200, 0
1702800, 0
1706400, 0
1710000, 0
1713600, 0
1717200, 0
1720800, 0
1724400, 0
